id,Latitude,Longitude,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,target
19741,39.9,-122.57,2.4555,15,6.177033493,1.291866029,1697,2.706539075,0.556
19742,40.17,-122.72,1.3889,16,5.5,1.083333333,188,2.611111111,0.875
19743,40.26,-122.2,3.1908,15,5.665768194,0.964959569,957,2.579514825,1.379
19744,40.2,-122.38,2.8447,16,5.498989899,1.032323232,1366,2.75959596,0.877
19745,40.25,-122.35,3.5,10,5.727915194,1.123674912,866,3.060070671,1.043
19746,40.19,-122.26,2.0425,35,5.556306306,1.056306306,1194,2.689189189,0.637
19747,40.19,-122.24,3.7,29,5.883076923,1.033846154,859,2.643076923,0.705
19748,40.2,-122.23,4.2917,17,5.482014388,0.992805755,322,2.316546763,1.288
19749,40.18,-122.24,1.6483,39,4.390781563,0.987975952,1307,2.619238477,0.608
19750,40.17,-122.24,1.577,51,4.813765182,1.182186235,1083,2.192307692,0.519
19751,40.17,-122.25,1.8077,47,5.162790698,1.023255814,846,2.810631229,0.541
19752,40.18,-122.22,2.3517,13,4.867801047,1.05104712,1754,2.295811518,0.889
19753,40.2,-122.21,2.6149,19,4.983894583,1.070278184,1421,2.080527086,0.844
19754,40.2,-122.19,3.5305,30,5.926724138,1.025862069,1296,2.793103448,0.736
19755,40.18,-122.21,2.1898,30,4.509090909,0.945454545,410,2.484848485,0.632
19756,40.17,-122.25,1.9727,19,4.956386293,0.981308411,1741,2.711838006,0.649
19757,40.16,-122.24,2.035,19,5.060728745,1.030364372,1293,2.617408907,0.551
19758,40.17,-122.23,2.225,21,4.685618729,1.107023411,651,2.177257525,0.647
19759,40.15,-122.23,1.787,14,4.168784029,1.039927405,1637,2.970961887,0.516
19760,40.15,-122.25,2.4375,15,5.128440367,1.058103976,858,2.623853211,0.592
19761,40.11,-122.17,1.7708,24,4.897897898,1.021021021,1042,3.129129129,0.59
19762,40.07,-122.19,1.9773,21,5.841509434,1.094339623,744,2.80754717,0.55
19763,40.02,-122.18,2.25,30,5.861861862,1.192192192,961,2.885885886,0.682
19764,40.07,-122.14,1.4923,31,4.592841163,1.040268456,1193,2.668903803,0.444
19765,40.01,-122.13,2.125,21,5.146067416,1.08988764,451,2.533707865,0.633
19766,40.03,-122.1,1.7566,25,5.093117409,1.099190283,1266,2.562753036,0.584
19767,40.02,-122.06,2.3043,32,5.649606299,1.090551181,690,2.716535433,0.684
19768,39.94,-122,1.7125,27,5.756756757,1.189189189,464,3.135135135,0.582
19769,39.82,-122.11,2.625,27,5.378787879,1.080808081,508,2.565656566,0.917
19770,39.91,-122.12,2.3929,16,5.32712766,1.059840426,2028,2.696808511,0.772
19771,39.92,-122.17,1.9038,16,5.456445993,1.066202091,652,2.271777003,0.608
19772,39.94,-122.17,2.2292,32,5.261744966,1.067114094,1316,2.944071588,0.574
19773,39.97,-122.14,3.1319,27,5.47715736,1.126903553,625,3.172588832,0.627
19774,39.95,-122.23,2.207,21,5.781163435,1.058171745,888,2.459833795,0.864
19775,39.93,-122.2,1.9191,9,4.984615385,1.103846154,768,2.953846154,0.544
19776,39.86,-122.23,1.8375,21,5.372670807,1.086956522,982,3.049689441,0.798
19777,39.92,-122.19,1.023,20,4.194762684,1.076923077,1363,2.230769231,0.542
19778,39.93,-122.18,2.1759,35,5.852320675,1.147679325,610,2.573839662,0.595
19779,39.91,-122.19,1.8571,39,4.914342629,1.053784861,1433,2.854581673,0.535
19780,41.15,-122.68,3.631,32,9.179775281,2.314606742,224,2.516853933,0.904
19781,40.93,-122.81,2.7083,16,10.51282051,2.415384615,588,3.015384615,0.889
19782,40.77,-122.96,3.2891,29,6.062962963,1.1,753,2.788888889,0.931
19783,40.78,-122.93,2.3667,20,4.964332893,1.054161162,1685,2.225891678,0.912
19784,40.76,-122.89,2.3958,14,7.911111111,1.455555556,270,3,1.021
19785,40.75,-122.79,2.125,17,6.876785714,1.460714286,1352,2.414285714,0.717
19786,40.56,-122.86,1.7393,12,7.848837209,1.744186047,423,2.459302326,0.813
19787,40.67,-122.95,2.0268,17,6.190082645,1.367768595,574,2.371900826,0.942
19788,40.71,-122.95,2.4792,26,6.129120879,1.156593407,987,2.711538462,0.888
19789,40.99,-123.35,1.125,23,6.130434783,2.565217391,47,2.043478261,0.66
19790,40.88,-123.53,2.2115,20,7.768115942,1.736231884,918,2.660869565,0.75
19791,40.79,-123.48,1.9107,15,5.951923077,1.538461538,287,2.759615385,0.792
19792,40.77,-123.28,1.625,25,6.338842975,1.702479339,301,2.487603306,0.792
19793,40.85,-123.13,1.8933,18,5.85106383,1.336879433,675,2.393617021,0.847
19794,40.61,-123.41,1.7875,17,6.103174603,1.626984127,301,2.388888889,0.55
19795,40.6,-123.11,1.1602,23,5.205882353,1.485294118,316,2.323529412,0.65
19796,40.58,-123.18,1.7262,18,5.712598425,1.094488189,695,2.736220472,0.737
19797,40.54,-123.22,1.9034,27,4.766666667,1.093939394,847,2.566666667,0.496
19798,40.54,-123.12,1.8696,23,5.427860697,1.07960199,539,2.68159204,0.615
19799,40.51,-123.21,1.375,16,3.950819672,1.37704918,152,2.491803279,0.488
19800,40.43,-123.32,0.4999,15,11.59649123,2.561403509,131,2.298245614,0.567
19801,40.4,-123.08,1.7969,10,7.448979592,2.081632653,140,2.857142857,0.375
19802,40.31,-123.17,0.536,36,12.25,3.5,18,2.25,0.14999
19803,40.16,-123.22,2.8472,27,12.32,2.993333333,396,2.64,0.413
19804,40.34,-123.48,2.7083,19,6.475,1.35,216,2.7,0.645
19805,40.22,-123.43,3.625,20,3.594594595,0.945945946,87,2.351351351,0.675
19806,40.07,-123.41,0.8362,17,8.471698113,2.849056604,141,2.660377358,0.875
19807,36.66,-118.96,3.1964,18,9.789473684,3.187969925,320,2.406015038,0.8
19808,36.54,-119.12,2.9828,30,6.06401766,1.136865342,1368,3.01986755,0.852
19809,36.49,-118.96,1.742,24,6.928961749,1.469945355,636,3.475409836,1.188
19810,36.57,-118.65,1.4821,20,6.36,1.848888889,570,2.533333333,1.433
19811,36.41,-118.86,3.0391,20,5.598778004,1.17107943,1195,2.433808554,1.397
19812,36.32,-118.94,4.0703,10,6.343575419,1.111731844,986,2.754189944,1.471
19813,36.61,-119.26,2.5417,33,4.955752212,0.796460177,310,2.743362832,1.188
19814,36.56,-119.25,1.6722,35,5.300632911,1.180379747,1131,3.579113924,0.591
19815,36.54,-119.28,1.8163,33,4.88372093,1.096345515,1222,4.059800664,0.574
19816,36.54,-119.29,1.8429,18,4.359797297,1.060810811,2732,4.614864865,0.583
19817,36.55,-119.29,2.5521,21,4.790291262,1.009708738,1721,3.341747573,0.656
19818,36.57,-119.3,3.0156,32,4.88590604,0.912751678,461,3.093959732,1.091
19819,36.48,-119.44,1.1728,27,3.913924051,1.050632911,1704,4.313924051,0.417
19820,36.47,-119.37,2.3438,26,4.616438356,0.945205479,277,3.794520548,1
19821,36.48,-119.45,3.1719,38,4.620689655,0.988505747,311,3.574712644,1.063
19822,36.44,-119.48,2.0857,22,5.125461255,1.070110701,1185,4.372693727,0.492
19823,36.52,-119.35,2.6445,39,5.113175676,1.027027027,2199,3.714527027,0.62
19824,36.5,-119.48,2.9554,32,6.012195122,1.088850174,1968,3.428571429,1.103
19825,36.55,-119.43,2.75,27,5.00308642,0.99691358,882,2.722222222,0.935
19826,36.54,-119.48,4.2222,28,6.304477612,1.08358209,1011,3.017910448,1.089
19827,36.55,-119.4,2.5141,19,5.084745763,1.06440678,2202,3.73220339,0.674
19828,36.55,-119.39,3.3869,30,5.135384615,0.966153846,837,2.575384615,0.804
19829,36.56,-119.38,2.6906,14,5.409276944,1.09686221,1945,2.653478854,0.953
19830,36.55,-119.38,3.017,31,5.03655914,0.944086022,1411,3.034408602,0.72
19831,36.56,-119.38,2.0729,25,5.566037736,1.047169811,611,2.882075472,0.847
19832,36.54,-119.38,1.5223,33,4.722222222,1.026819923,2030,3.888888889,0.518
19833,36.53,-119.38,1.9602,38,4.372013652,1.013651877,1423,4.85665529,0.514
19834,36.54,-119.39,1.8068,34,3.906633907,1.036855037,1272,3.125307125,0.59
19835,36.54,-119.39,1.7165,30,4.345679012,1.00617284,1184,3.654320988,0.591
19836,36.53,-119.4,2.75,28,5.34223301,1.041262136,1524,3.699029126,0.65
19837,36.52,-119.28,2.25,19,4.436708861,1.025316456,1327,4.199367089,0.532
19838,36.53,-119.29,1.625,33,4.491071429,1.047619048,1734,5.160714286,0.503
19839,36.52,-119.29,1.5714,39,3.830357143,1.017857143,1222,5.455357143,0.43
19840,36.5,-119.26,2.5719,35,5.133738602,1.127659574,1475,4.483282675,0.743
19841,36.43,-119.1,2.6711,24,5.383419689,0.984455959,643,3.331606218,0.713
19842,36.42,-119.1,1.8801,26,4.634464752,1.08616188,1217,3.177545692,0.576
19843,36.42,-119.09,1.5875,15,4.422740525,1.052478134,1275,3.717201166,0.558
19844,36.42,-119.09,2,17,4.02293578,1.004587156,966,4.431192661,0.525
19845,36.4,-119.1,1.5608,31,3.971502591,0.935233161,1518,3.932642487,0.517
19846,36.4,-119.1,3.2159,23,5.576923077,1.073964497,1056,3.124260355,0.928
19847,36.45,-119.23,2.1205,36,4.833333333,1.03525641,1283,4.112179487,0.6
19848,36.4,-119.18,2.6648,39,5.598705502,1.003236246,899,2.909385113,1.292
19849,36.39,-119.27,4.3281,17,6.105882353,1.029411765,998,2.935294118,1.457
19850,36.39,-119.23,1.4812,39,5.424836601,1.140522876,1061,3.467320261,0.535
19851,36.39,-119.21,2.0363,31,4.932659933,1.02020202,1013,3.410774411,0.535
19852,36.38,-119.21,2.0216,18,5.463291139,1.04556962,1461,3.698734177,0.58
19853,36.42,-119.35,2.7969,18,6.335227273,1.096590909,1742,9.897727273,1.238
19854,36.39,-119.31,1.9342,32,4.89957265,0.995726496,1538,3.286324786,0.686
19855,36.35,-119.45,2.3365,22,6.468085106,1.180851064,1076,3.815602837,0.696
19856,36.35,-119.41,2.2222,20,5.1875,1.011904762,1390,4.136904762,0.529
19857,36.35,-119.42,1.6645,20,5.671814672,1.16988417,1031,3.980694981,0.48
19858,36.35,-119.29,2.5743,15,5.649350649,1.035714286,1332,4.324675325,0.602
19859,36.34,-119.29,2.0227,10,4.27039627,1.060606061,1664,3.878787879,0.533
19860,36.35,-119.3,2.3304,24,4.524390244,1.014634146,1520,3.707317073,0.649
19861,36.34,-119.3,1.4432,27,4.902912621,1.158576052,1178,3.812297735,0.481
19862,36.34,-119.31,2.1602,14,4.917627677,1,2250,3.70675453,0.652
19863,36.36,-119.32,3.4312,18,5.188916877,0.964735516,1348,3.395465995,0.684
19864,36.35,-119.37,5.3767,20,6.359550562,0.994382022,518,2.91011236,2.313
19865,36.33,-119.32,9.0376,20,6.844765343,0.960288809,674,2.433212996,2.391
19866,36.33,-119.32,4.5938,18,6.153664303,1.130023641,1158,2.737588652,1.505
19867,36.34,-119.34,4.0144,5,5.812903226,1.076129032,1917,2.473548387,1.266
19868,36.33,-119.34,4.1812,17,4.807692308,0.918803419,1218,2.602564103,0.937
19869,36.33,-119.35,3.1486,14,5.218340611,0.96069869,568,2.480349345,1.056
19870,36.33,-119.36,2.9844,11,5.700884956,1.092035398,1351,2.391150442,1.32
19871,36.34,-119.29,1.2634,28,3.272727273,0.979545455,2178,4.95,0.506
19872,36.34,-119.29,1.474,35,3.62170088,1.082111437,1246,3.653958944,0.71
19873,36.34,-119.3,1.8299,45,4.835064935,1.079220779,2256,2.92987013,0.631
19874,36.34,-119.31,1.4729,32,4.454117647,1.065882353,1744,4.103529412,0.541
19875,36.33,-119.29,0.7445,19,3.567567568,1.045045045,641,2.887387387,1.125
19876,36.33,-119.31,2.425,46,4.927710843,1.018072289,772,2.325301205,0.849
19877,36.36,-119.25,5.8673,16,7.211111111,1.042222222,1471,3.268888889,1.548
19878,36.34,-119.27,3.5296,7,5.484025559,1,1793,2.864217252,0.837
19879,36.35,-119.28,3.1111,7,5.306784661,1.033923304,2080,3.067846608,0.724
19880,36.33,-119.28,0.78,10,3.835766423,1.083941606,927,3.383211679,0.555
19881,36.34,-119.27,2.4113,26,4.685649203,1.075170843,1453,3.309794989,0.586
19882,36.33,-119.24,3.1599,9,5.212361331,0.984152139,1866,2.957210777,0.95
19883,36.34,-119.19,2.73,33,5.581218274,1.02284264,1245,3.159898477,0.969
19884,36.35,-119.09,2.7857,21,6.132553606,1.159844055,1580,3.079922027,0.927
19885,36.29,-119.11,2.6065,18,5.534883721,0.976744186,859,2.853820598,0.938
19886,36.3,-119.13,2.7321,33,5.46763754,0.990291262,1565,2.53236246,0.765
19887,36.29,-119.12,2.1731,29,5.086956522,1.00310559,942,2.925465839,0.662
19888,36.28,-119.16,4.4,18,5.606132075,0.976415094,1359,3.205188679,0.793
19889,36.31,-119.16,1.6829,7,4.736334405,1.067524116,1608,2.585209003,0.802
19890,36.29,-119.15,2.4281,18,5.649606299,1.011811024,657,2.586614173,0.725
19891,36.29,-119.14,1.5321,32,4.961904762,1.147619048,1410,3.357142857,0.483
19892,36.29,-119.14,1.47,36,4.377777778,1.005555556,405,2.25,0.619
19893,36.3,-119.2,2.625,19,4.870307167,1.061433447,1026,3.501706485,0.57
19894,36.3,-119.2,1.3444,32,3.528645833,0.9453125,1427,3.716145833,0.456
19895,36.3,-119.21,1.7734,23,4.283783784,1.058558559,806,3.630630631,0.414
19896,36.3,-119.21,1.9135,18,5.192028986,0.960144928,1092,3.956521739,0.494
19897,36.31,-119.22,1.5464,17,4.5,0.993506494,2022,4.376623377,0.541
19898,36.27,-119.25,2.6875,23,6.357446809,1.170212766,678,2.885106383,0.691
19899,36.28,-119.2,1.684,22,4.80125523,1.062761506,1654,3.460251046,0.659
19900,36.32,-119.29,1.2012,27,4.322857143,1.068571429,839,2.397142857,0.646
19901,36.32,-119.29,1.1419,35,4.383371824,1.110854503,1123,2.593533487,0.629
19902,36.32,-119.28,1.9138,29,4.364683301,0.986564299,1234,2.368522073,0.669
19903,36.32,-119.29,2.2024,33,4.766968326,1.020361991,1364,3.085972851,0.672
19904,36.32,-119.28,3.7404,16,5.37667304,0.982791587,1620,3.09751434,0.892
19905,36.32,-119.27,4.0806,6,5.716269841,1.027777778,1432,2.841269841,1.102
19906,36.32,-119.27,4.7723,9,5.781847134,1.011146497,1881,2.99522293,1.131
19907,36.32,-119.25,2.75,32,6.090301003,1.153846154,812,2.715719064,0.722
19908,36.3,-119.26,2.425,18,5.590625,1.125,1540,2.40625,0.846
19909,36.33,-119.3,2.8795,44,5.802816901,1.166197183,819,2.307042254,0.77
19910,36.32,-119.3,3.3875,23,5.536163522,0.966981132,1712,2.691823899,0.925
19911,36.32,-119.31,4.0298,44,6.047619048,0.916666667,791,2.354166667,1.09
19912,36.32,-119.31,2.5733,23,5.535714286,1.112781955,1419,2.667293233,0.888
19913,36.31,-119.29,5.1896,14,6.170984456,0.976683938,1278,3.310880829,1.019
19914,36.31,-119.29,3.0972,34,6.452914798,1.134529148,607,2.721973094,0.828
19915,36.31,-119.3,4.2778,16,6.188365651,0.988919668,1150,3.185595568,0.973
19916,36.31,-119.31,2.0714,18,5.813253012,1.144578313,1643,2.47439759,0.926
19917,36.3,-119.31,4.0221,20,6.441025641,1.071794872,566,2.902564103,0.863
19918,36.3,-119.3,5.3602,14,6.144308943,0.953252033,1523,3.095528455,1.186
19919,36.3,-119.29,5.3495,20,6.057591623,0.937172775,572,2.994764398,1.773
19920,36.32,-119.33,1.6148,16,4.365661861,1.099606815,1955,2.56225426,0.866
19921,36.32,-119.34,3.925,14,4.874493927,0.91902834,633,2.562753036,0.838
19922,36.32,-119.35,3.8235,10,5.345938375,1.007002801,1686,2.361344538,0.946
19923,36.32,-119.34,3.1574,6,5.631034483,1.04137931,1769,3.05,0.892
19924,36.32,-119.33,3.5313,20,5.852601156,0.947976879,1039,3.002890173,0.828
19925,36.32,-119.32,4.3816,35,6.126984127,1.023809524,849,2.246031746,0.886
19926,36.32,-119.33,2.5,23,5.724452555,1.145985401,1446,2.638686131,0.855
19927,36.32,-119.33,5.2561,19,6.159645233,0.955654102,1092,2.421286031,1.213
19928,36.32,-119.32,3.6895,29,5.475,0.990909091,1142,2.595454545,0.877
19929,36.31,-119.32,2.9886,21,5.097130243,0.93598234,1047,2.311258278,0.875
19930,36.31,-119.33,4.0577,17,5.870415648,1,1100,2.689486553,1.073
19931,36.31,-119.33,5.3909,15,5.727626459,0.887159533,892,3.470817121,1.13
19932,36.3,-119.33,5.4337,11,5.901162791,1.011627907,1563,3.029069767,1.338
19933,36.3,-119.32,2.9698,15,6.029473684,1.202105263,1480,3.115789474,0.934
19934,36.31,-119.34,2.7,14,4.097744361,1.05764411,870,2.180451128,0.889
19935,36.3,-119.34,2.6875,13,6.154241645,1.177377892,1177,3.025706941,0.744
19936,36.3,-119.33,4.9464,12,6.13559322,0.994350282,1013,2.861581921,1.156
19937,36.3,-119.38,3.6875,14,6.639175258,1.134020619,997,3.426116838,0.932
19938,36.28,-119.33,2.125,16,5.046153846,1.013461538,1077,2.071153846,1.042
19939,36.3,-119.32,2.7336,14,4.8,0.98,931,2.66,0.892
19940,36.28,-119.29,2.2333,23,6.054313099,1.086261981,749,2.392971246,1.201
19941,36.25,-119.46,2.5,32,4.862857143,0.994285714,1016,2.902857143,0.736
19942,36.25,-119.4,2.3,25,5.828178694,0.958762887,909,3.12371134,1.328
19943,36.22,-119.36,1.9355,10,5.136554622,1.105042017,1262,2.651260504,0.683
19944,36.22,-119.37,2.706,19,4.87755102,0.927113703,1298,3.78425656,0.648
19945,36.21,-119.36,2.4032,18,5.079812207,0.948356808,793,3.723004695,0.6
19946,36.22,-119.35,1.4429,32,4.174757282,0.98381877,852,2.757281553,0.546
19947,36.21,-119.35,1.6378,26,4.981927711,1.176706827,1445,2.901606426,0.603
19948,36.21,-119.36,1.3889,25,4.552529183,1.007782101,804,3.128404669,0.502
19949,36.21,-119.37,1.4455,35,4.962138085,1.06013363,1567,3.489977728,0.541
19950,36.23,-119.34,3.5611,12,6.175373134,1.084577114,2191,2.725124378,0.902
19951,36.22,-119.35,3.1944,29,5.979591837,1.023323615,915,2.667638484,1.068
19952,36.22,-119.34,3.0905,38,5.951648352,1.010989011,1260,2.769230769,0.782
19953,36.22,-119.33,3.5039,29,5.921501706,1.102389078,805,2.747440273,0.899
19954,36.21,-119.33,2.6083,38,5.140264026,1.02640264,1238,2.04290429,0.67
19955,36.21,-119.34,0.8229,30,3.763819095,1.075376884,537,2.698492462,0.684
19956,36.22,-119.33,4.2011,9,6.04516129,1.038709677,1955,3.153225806,1.081
19957,36.22,-119.32,3.6343,5,5.482269504,1.035460993,1283,3.033096927,0.954
19958,36.21,-119.32,3.3125,29,4.959349593,0.943089431,619,2.516260163,0.783
19959,36.25,-119.32,2.8365,21,5.975728155,0.990291262,609,2.95631068,0.9
19960,36.23,-119.25,3.4306,24,5.740740741,1.011396011,1031,2.937321937,1.392
19961,36.18,-119.27,2.6098,23,6.385542169,1.098393574,1829,3.672690763,0.66
19962,36.12,-119.29,2.4722,24,6.24,1.13,641,3.205,1.292
19963,36.23,-119.14,2.5875,22,5.537735849,0.986792453,1927,3.635849057,0.704
19964,36.19,-119.12,2.9145,21,6.498771499,1.14004914,1245,3.058968059,1.142
19965,36.22,-119.08,3.0324,28,5.066246057,1.009463722,1158,3.652996845,0.556
19966,36.21,-119.08,2.5156,20,5.49137931,1.117816092,1241,3.566091954,0.593
19967,36.22,-119.09,3.4306,34,5.774410774,0.976430976,780,2.626262626,0.743
19968,36.21,-119.09,1.9861,43,4.635416667,0.972222222,943,3.274305556,0.477
19969,36.21,-119.09,1.8828,38,4.7525,1.1325,1613,4.0325,0.446
19970,36.21,-119.1,2.4653,38,4.130681818,0.982954545,559,3.176136364,0.495
19971,36.21,-119.11,1.5407,10,4.461538462,1.029411765,1469,3.323529412,0.584
19972,36.23,-118.74,2.6447,22,7.595588235,1.705882353,442,3.25,1.375
19973,36.19,-118.93,2.6184,30,5.133843212,1.043977055,951,1.818355641,1.139
19974,36.13,-118.82,2.8906,43,5.545454545,1.242424242,534,2.311688312,0.657
19975,36.12,-118.54,2.1029,11,23.99415205,5.157894737,356,2.081871345,0.991
19976,36.19,-118.37,3.125,10,21.0952381,5.285714286,48,2.285714286,0.713
19977,35.82,-118.7,2.3937,20,18.79352227,5.263157895,658,2.663967611,0.821
19978,35.9,-118.86,4.125,38,6.340425532,1.170212766,161,3.425531915,0.713
19979,36.01,-118.73,2.8603,14,5.493265993,1.095959596,1910,3.215488215,1.289
19980,36.2,-119.08,2.4554,30,4.594520548,0.980821918,1159,3.175342466,0.612
19981,36.19,-119.1,1.6186,17,4.320441989,1.093922652,713,1.96961326,0.771
19982,36.21,-119.34,1.4792,22,4.153116531,0.983739837,2165,2.933604336,0.544
19983,36.2,-119.34,2.0333,12,5.180952381,1.2,1303,4.136507937,0.544
19984,36.19,-119.33,1.0714,27,2.964539007,1.156028369,332,2.354609929,0.638
19985,36.2,-119.31,3.1453,23,5.48358209,0.991044776,1064,3.176119403,0.745
19986,36.21,-119.32,2.3152,25,5.412844037,1.055045872,1424,3.266055046,0.631
19987,36.2,-119.32,2.2262,25,6.457013575,1.113122172,772,3.49321267,0.645
19988,36.2,-119.32,3.4231,15,5.442508711,0.958188153,961,3.348432056,0.833
19989,36.19,-119.32,1.0962,11,4.092651757,0.92971246,861,2.750798722,0.723
19990,36.19,-119.32,3.335,11,5.379073756,1.063464837,2013,3.452830189,0.697
19991,36.2,-119.35,2.2264,31,4.980446927,1.067039106,1266,3.536312849,0.508
19992,36.2,-119.35,1.7462,29,4.68115942,0.975845411,1487,3.59178744,0.511
19993,36.2,-119.36,2.25,33,4.924433249,1.002518892,1412,3.556675063,0.515
19994,36.19,-119.37,2.4922,24,4.731884058,0.963768116,889,3.221014493,0.661
19995,36.19,-119.35,1.0349,6,4.165217391,0.982608696,734,3.191304348,0.678
19996,36.16,-119.45,2.8152,27,6.142028986,1.08115942,1268,3.675362319,1.069
19997,36.16,-119.35,2.3882,21,5.625766871,1.231083845,1496,3.059304703,0.492
19998,36.09,-119.45,2.0313,18,5.44,1.093333333,253,3.373333333,1.125
19999,36.06,-119.31,1.8827,20,5.427184466,1.053398058,1405,3.410194175,0.487
20000,36.04,-119.4,1.8894,39,5.228571429,1.137142857,580,3.314285714,1.125
20001,36.05,-119.27,2.2917,29,7.257142857,1.242857143,481,3.435714286,1.125
20002,36.1,-119.21,1.7432,30,4.120448179,1.044817927,1418,3.971988796,0.425
20003,36.06,-119.19,1.9091,29,5.353982301,1.109144543,1421,4.191740413,0.713
20004,36.14,-119.19,3.9,41,5.88372093,1.085271318,408,3.162790698,0.859
20005,36.13,-119.13,2.0586,28,4.509433962,1.037735849,1434,3.865229111,0.409
20006,36.13,-119.08,3.1528,21,6.10483871,1.010752688,1145,3.077956989,1.137
20007,36.13,-119.03,1.7106,24,5.718987342,1.032911392,1169,2.959493671,0.955
20008,36.15,-119.06,1.6354,20,5.190283401,1.105263158,852,3.449392713,0.49
20009,36.15,-119.06,2.3194,25,5.210412148,1.036876356,1527,3.312364425,0.529
20010,36.06,-119.14,1.6452,32,4.324705882,1.037647059,1628,3.830588235,0.415
20011,36.05,-119.12,2.1477,27,4.968454259,1.012618297,1063,3.353312303,0.539
20012,36.02,-119.08,1.9439,26,5.768976898,1.141914191,891,2.940594059,0.621
20013,36.02,-119.01,2.375,17,5.690406977,1.078488372,1768,2.569767442,0.798
20014,36.04,-118.92,2.9208,28,5.41509434,1.099056604,521,2.45754717,0.985
20015,36.09,-119.08,2.7298,25,5.968253968,1.076190476,1003,3.184126984,1.034
20016,36.1,-119.06,2.5893,21,6.081447964,1.126696833,868,3.92760181,0.636
20017,36.09,-119.06,3.6786,11,6.197590361,1.093975904,1402,3.378313253,0.729
20018,36.09,-119.04,3.0278,15,5.333333333,0.934731935,1238,2.885780886,0.774
20019,36.09,-119.05,4.0217,9,5.804577465,1,1749,3.079225352,0.992
20020,36.07,-119.04,1.5893,17,4.24433657,1.066343042,1912,3.093851133,0.52
20021,36.08,-119.06,4.1856,19,6.095465394,1.057279236,1301,3.105011933,0.721
20022,36.08,-119.07,3,5,5.484725051,1.034623218,1785,3.635437882,0.71
20023,36.07,-119.07,3.2042,11,5.852713178,0.987080103,1285,3.320413437,0.762
20024,36.07,-119.06,1.7031,20,4.895985401,1.009124088,1497,2.731751825,0.646
20025,36.07,-119.05,1.7756,21,4.904761905,1.037698413,1238,2.456349206,0.629
20026,36.06,-119.05,3.1625,23,5.773399015,1.002463054,1184,2.916256158,0.706
20027,36.09,-119.02,3.0234,15,5.319047619,0.988095238,1254,2.985714286,0.886
20028,36.08,-119.01,1.8857,31,4.655172414,1.051724138,1154,3.316091954,0.555
20029,36.08,-119.03,2.6944,19,5.439363817,1.091451292,1432,2.846918489,0.677
20030,36.08,-119.03,3.25,19,5.800469484,1.011737089,1040,2.441314554,0.806
20031,36.07,-119.04,2.2277,26,5.214797136,1.038186158,1108,2.644391408,0.78
20032,36.07,-119.03,2.4167,26,5,1.00623053,1908,2.971962617,0.776
20033,36.07,-119.02,1.5911,29,4.570928196,1.045534151,1659,2.905429072,0.608
20034,36.07,-119.02,1.6146,39,5.056034483,1.159482759,702,3.025862069,0.531
20035,36.07,-119.01,1.6103,44,4.822834646,1.131889764,1330,2.618110236,0.509
20036,36.1,-118.93,2.3792,19,5.1875,1.182291667,1654,2.871527778,0.9
20037,36.06,-118.98,2.343,33,4.899280576,1.06235012,1497,3.589928058,0.474
20038,36.05,-119,1.5506,24,4.84592145,1.043806647,1986,3,0.523
20039,36.06,-118.97,1.975,26,5.282786885,1.073770492,1100,4.508196721,0.514
20040,36.07,-118.99,2.975,21,5.816568047,0.976331361,672,3.976331361,0.639
20041,36.06,-118.99,1.7564,19,5.577720207,1.186528497,1317,3.411917098,0.426
20042,36.06,-119,4.0833,41,6.598591549,1.112676056,396,2.788732394,0.813
20043,36.07,-119,2.9815,20,5.954285714,1.045714286,509,2.908571429,0.73
20044,36.06,-119.03,2.162,36,4.561611374,1.049763033,1405,3.329383886,0.519
20045,36.06,-119.02,1.3952,41,4.459882583,1.052837573,1908,3.733855186,0.431
20046,36.06,-119.01,1.6812,25,4.192200557,1.022284123,1392,3.877437326,0.477
20047,36.05,-119.01,1.3807,27,4.083333333,1.065217391,839,3.039855072,0.531
20048,36.05,-119.02,2.2202,22,4.557017544,0.945175439,1336,2.929824561,0.652
20049,35.97,-119.42,2.3516,21,4.540983607,0.991803279,426,3.491803279,0.475
20050,35.99,-119.31,1.3676,26,5.104895105,1.104895105,880,3.076923077,0.478
20051,35.99,-119.28,1.7372,20,4.950680272,1.015306122,1746,2.969387755,0.51
20052,35.96,-119.19,1.881,25,5.563535912,1.110497238,1160,3.20441989,0.525
20053,35.86,-119.46,1.505,22,5.177514793,1.106508876,1113,3.292899408,0.427
20054,35.87,-119.3,2.1434,20,5.755952381,1.12202381,1341,3.991071429,0.626
20055,35.85,-119.12,2.4167,37,5.333333333,1.202898551,564,4.086956522,0.583
20056,35.79,-119.1,1.8144,19,4.348557692,1.146634615,2051,4.930288462,0.498
20057,35.89,-119.27,1.7572,18,4.732142857,1.081632653,1839,4.691326531,0.533
20058,35.88,-119.27,1.5069,32,4.145833333,1.020833333,1282,3.81547619,0.437
20059,35.87,-119.27,1.63,12,3.398601399,0.940559441,1134,3.965034965,0.495
20060,35.87,-119.26,1.6469,24,4.274193548,1.048387097,1686,4.532258065,0.476
20061,35.94,-119.06,2.6576,18,5.304545455,1.092424242,2009,3.043939394,0.657
20062,35.96,-119.04,1.875,18,4.285198556,1.111913357,1343,4.848375451,0.517
20063,35.95,-119.04,1.8462,25,4.545045045,1.108108108,994,4.477477477,0.558
